#Method,URI Resource Path,Path Parameter,Query Parameter,Encrypted IBS Authorization/Effective UserID,Data Cipher,Secret Cipher,Comments
GET,/IBSCI/v2/miscellaneous-accounts/{ApplCde}/{AcctNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCI/v2/miscellaneous-accounts/{ApplCde}/{AcctNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{AcctNbr}/pin/{CurPin},AcctNbr|CurPin,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDP/v2/accounts/{AcctNbr}/pin/{CurPin},AcctNbr|CurPin,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{DPAcctNbr}/stop-hold-dates,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDP/v2/closing-balance-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers/{CICustNbr}/user-defined-profile,CICustNbr,VRUAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers/{CICustNbr}/related-loan-accounts,CICustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDP/v2/bai-destinations/{DPDestCde},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDP/v2/accounts/{AcctNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCI/v2/combined-statement-relationships,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCI/v2/customers/{SurvCustNbr}/combined-customer/{CombCustNbr},SurvCustNbr|CombCustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCI/v2/accounts/{ApplCde}/{ApplNbr}/product-ids,ApplCde|ApplNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCI/v2/accounts/{ApplCde}/{ApplNbr}/product-ids,ApplCde|ApplNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/accounts/{ApplCde}/{RltAcctNbr}/profile,RltAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{AcctNbr}/profile,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/profile,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/accounts/{CBCrdNbr}/profile,CBCrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v2/accounts/{AcctNbr}/profile,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers/{CustNbr}/rvm-enrollments,CustNbr,SubAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/accounts/{ApplCde}/{ApplNbr}/rvm-enrollments,ApplCde|ApplNbr,SubAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{AcctNbr}/rvm-enrollments,AcctNbr,SubAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/rvm-enrollments,AcctNbr,SubAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/accounts/{CBCrdNbr}/rvm-enrollments,CBCrdNbr,SubAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v2/accounts/{AcctNbr}/rvm-enrollments,AcctNbr,SubAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDP/v2/td-withdrawal-adjustment-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDP/v2/float-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers-dp-accounts/{CICustNbr}/{AcctNbr},CICustNbr|AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v2/branches/{Brnch}/vacant-boxes,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/accesses,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/accesses,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/accesses/{AccDte},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCI/v2/combined-statement-relationships/{CICustNbr}/{CICurPriAcctNbr},CICustNbr|CICurPriAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSCI/v2/combined-statement-relationships/{CICustNbr}/{CICurPriAcctNbr},CICustNbr|CICurPriAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDP/v2/accounts/{AcctNbr}/desa-sub-accounts,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDP/v2/accounts/{AcctNbr}/desa-sub-accounts/{Mode},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSRE/v2/plans/{PlnNbr}/distributions-order,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/relationship-codes,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/application-codes,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{AcctNbr}/bai-destinations,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{AcctNbr}/past-cycle-data,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{DPAcctNbr}/past-year-data,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{DPAcctNbr}/pra-transactions,DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCI/v2/rvm-unenrollments/{EnrlmtId},EnrlmtId,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSCI/v2/customers/{CIApplNbr},CIApplNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCI/v2/households/{HHNbr},HHNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSSB/v2/branches/{Brnch}/boxes,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/owners,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/owners,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/owners,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/owners,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/deputies,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/deputies,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/deputies,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/dollar-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/account-numbers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{LNAcctNbr}/notes/{LNNoteNbr}/flood-tracking,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{LNAcctNbr}/notes/{LNNoteNbr}/flood-tracking/{PrptyNbr}/{FloodRec},LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{LNAcctNbr}/notes/{LNNoteNbr}/flood-tracking/{PrptyNbr}/{FloodRec},LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{LNAcctNbr}/notes/{LNNoteNbr}/flood-tracking/{PrptyNbr}/{FloodRec},LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/keywords,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{LNAcctNbr}/manual-fees,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{LNAcctNbr}/notes/{LNRltNote}/manual-fees,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{LNAcctNbr}/commitments/{LNRltCmmt}/manual-fees,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers/{CICustNbr}/dynamic-profile,CICustNbr,VRUAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers/dynamic-profile/fields,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCI/v2/customers/dynamic-profile/signature,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/addresses/{LNNmeAndAddrInd},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/addresses/{LNNmeAndAddrInd},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/addresses/{LNNmeAndAddrInd},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/commitments,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/commitments,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/balances,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes-list,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/fees-list,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/fees/{PlnNbr}/{FeeNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/bills,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/memos,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/memos/{MemoNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/memos/{MemoNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/memos,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/memos/{MemoNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/memos/{MemoNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/memos-list,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/memos-list,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/multiple-collateral,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/multiple-collateral,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/pins/{CurPin},AcctNbr|CurPin,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/branches,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Altered URI Path
GET,/IBSBC/v2/officers-list,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/indirect-liabilities,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/balances,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/payoffs,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/automated-fees,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/escrows/{LNEscSegNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/escrows/{LNEscSegNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/escrows/{LNEscSegNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCmmtNbr}/usages,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCmmtNbr}/usages/{RltCmmtUsgAcctNbr}/{UsgTyp}/{UsgNbr},AcctNbr|RltCmmtUsgAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCmmtNbr}/usages/{RltCmmtUsgAcctNbr}/{UsgTyp}/{UsgNbr},AcctNbr|RltCmmtUsgAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/increase,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/payment-schedules,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/payment-schedules/{LNPmtSchedTyp}/{LNEffDte}/{LNPmtTyp},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/payment-schedules/{LNPmtSchedTyp}/{LNEffDte}/{LNPmtTyp},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/payment-schedules/{LNPmtSchedTyp}/{LNEffDte}/{LNPmtTyp},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/fees/{Fee}/payments,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/fees/{Fee}/payments,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/commitments/{CmmtNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/commitments/{CmmtNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/payment-info,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/pending-note-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/participations,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/fee-waivers,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/fee-waivers,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/indirect-liabilities,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/cost-of-funds,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/cost-of-funds,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/cost-of-funds,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/renewals,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/hmda,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/hmda,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/hmda,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSFM/v2/external-transfers/{SndAppCde}/{SndAcctNum}/{SndSeqNum}/{LstUpdtTmsp},SndAcctNum,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSFM/v2/external-transfers/{SndAppCde}/{SndAcctNum}/{SndSeqNum}/{LstUpdtTmsp},SndAcctNum,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSFM/v2/external-transfers/{InqAppCde}/{InqAcctNum}/{InqSeqNum},InqAcctNum,InqSubAcct|SndAcctNum|SndSubAcct|RecAcctNum|RecSubAcct|CustNum,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/closing-balance-transactions/{DPAcctNbr}/{DPTDWthdrwlTyp},DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{AcctNbr}/desa-sub-accounts,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRE/v2/plans/{PlnNbr}/distributions-order,NA,DPAcctNbr|DPId,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSB/v2/branches/{Brnch}/boxes/{BoxPrfx}/{BoxNbr}/owner-defaults,NA,ShrtNme|TaxNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/memos/{MemoNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/memos/{MemoNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/multiple-collateral,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/reversals-immediate,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/reversals-immediate,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/parts/{PartNbr}/{PartSeq}/reversals-immediate,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/reversals-pending,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/reversals-pending,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/reversals-pending,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/reversals-pending,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
